ticket	field	old_string	new_string	rule	note
T-090.12.7	owns	docs/website/frontend/pages/mission-editor.md	documentation_v2/website/frontend/apps/editor/ux_spec.md	rewrite	child file; path; idx 0; manifest merge-into
T-090.12.7	owns	docs/website/frontend/pages/debug-world-los.md	-	manual	child file; never tracked; the ticket's own output (a page doc it creates) — needs a Documentation V2 home; idx 1; the ticket's own output, never written; its Documentation V2 home is the world-los page doc F03 writes, suggest documentation_v2/website/frontend/apps/debug/world_los_page.md (route /debug/world-los, component WorldLosPage)
T-090.12.7	owns	docs/website/frontend/pages/debug-building-viewer.md	documentation_v2/website/frontend/apps/debug/building_viewer_page.md	rewrite	child file; path; idx 2; manifest move+rename
T-090.12.7	owns	docs/website/frontend/INDEX.md	documentation_v2/website/frontend/README.md	rewrite	child file; path; idx 3; manifest merge-into
T-090.12.7	owns	docs/mod/MCP_TOOLING.md	documentation_v2/runbooks/enfusion_mcp_tooling.md	rewrite	child file; path; idx 5; manifest move+rename
T-090.12.7	owns	docs/platform/SHIPPED_HISTORY.md	documentation_v2/archive/shipped_history/shipped_history.md	rewrite	child file; path; idx 6; manifest archive
T-091	summary	t090_091_map_terrain_program.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t090_091_map_terrain_program.md; the basename stays (documentation_v2/tickets/specs/t090_091_map_terrain_program.md)
T-091	spec	docs/specs/Mission_Creator_Architecture/t090_091_map_terrain_program.md	documentation_v2/tickets/specs/t090_091_map_terrain_program.md	rewrite	parent file; path; manifest move
T-091.0	spec	docs/specs/Mission_Creator_Architecture/t091_0_dem_tile_export.md	documentation_v2/tickets/specs/t091_0_dem_tile_export.md	rewrite	child file; path; manifest move
T-091.0	citations	t091_0_dem_tile_export.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t091_0_dem_tile_export.md; idx 2; the basename stays (documentation_v2/tickets/specs/t091_0_dem_tile_export.md)
T-091.1	spec	docs/specs/Mission_Creator_Architecture/t091_1_dem_loader.md	documentation_v2/tickets/specs/t091_1_dem_loader.md	rewrite	child file; path; manifest move
T-091.1	citations	t091_1_dem_loader.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t091_1_dem_loader.md; idx 2; the basename stays (documentation_v2/tickets/specs/t091_1_dem_loader.md)
T-091.2	spec	docs/specs/Mission_Creator_Architecture/t091_2_z_axis_editor.md	documentation_v2/tickets/specs/t091_2_z_axis_editor.md	rewrite	child file; path; manifest move
T-091.2	citations	t091_2_z_axis_editor.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t091_2_z_axis_editor.md; idx 2; the basename stays (documentation_v2/tickets/specs/t091_2_z_axis_editor.md)
T-092	summary	t092_spawn_transform_program.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t092_spawn_transform_program.md; the basename stays (documentation_v2/tickets/specs/t092_spawn_transform_program.md)
T-092	spec	docs/specs/Mission_Creator_Architecture/t092_spawn_transform_program.md	documentation_v2/tickets/specs/t092_spawn_transform_program.md	rewrite	parent file; path; manifest move
T-092.0	spec	docs/specs/Mission_Creator_Architecture/t092_0_spawn_contract.md	documentation_v2/tickets/specs/t092_0_spawn_contract.md	rewrite	child file; path; manifest move
T-092.0	verify	docs/specs/Mission_Creator_Architecture/t092_spawn_transform_program.md	documentation_v2/tickets/specs/t092_spawn_transform_program.md	rewrite	child file; path; idx 1; manifest move
T-092.0	citations	t092_spawn_transform_program.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t092_spawn_transform_program.md; idx 1; the basename stays (documentation_v2/tickets/specs/t092_spawn_transform_program.md)
T-092.0	citations	t092_0_spawn_contract.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t092_0_spawn_contract.md; idx 2; the basename stays (documentation_v2/tickets/specs/t092_0_spawn_contract.md)
T-092.1	spec	docs/specs/Mission_Creator_Architecture/t092_1_mod_spawn_policy.md	documentation_v2/tickets/specs/t092_1_mod_spawn_policy.md	rewrite	child file; path; manifest move
T-092.1	citations	t092_1_mod_spawn_policy.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t092_1_mod_spawn_policy.md; idx 0; the basename stays (documentation_v2/tickets/specs/t092_1_mod_spawn_policy.md)
T-092.2	spec	docs/specs/Mission_Creator_Architecture/t092_2_mod_compile_route.md	documentation_v2/tickets/specs/t092_2_mod_compile_route.md	rewrite	child file; path; manifest move
T-092.2	citations	t092_2_mod_compile_route.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t092_2_mod_compile_route.md; idx 0; the basename stays (documentation_v2/tickets/specs/t092_2_mod_compile_route.md)
T-095	summary	docs/website/backend/api.md	-	manual	parent file; never tracked; no file of this name exists; no such file ever existed; suggest keep (historical prose)
T-095	summary	docs/backend/api.md	-	manual	parent file; never tracked; no file of this name exists; no such file ever existed; suggest keep (historical prose)
T-095	summary	docs/website/backend/ROADMAP.md	documentation_v2/website/api_v2/api_overview.md	rewrite	parent file; path; followed by line refs :3; manifest move+rename
T-110	spec	docs/specs/Mission_Creator_Architecture/t110_terrain_base_mission_layers.md	documentation_v2/tickets/specs/t110_terrain_base_mission_layers.md	rewrite	parent file; path; manifest move
T-111	summary	t067_spatial_chunks.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t067_spatial_chunks.md; the basename stays (documentation_v2/tickets/specs/t067_spatial_chunks.md)
T-111	spec	docs/specs/Mission_Creator_Architecture/t067_spatial_chunks.md	documentation_v2/tickets/specs/t067_spatial_chunks.md	rewrite	parent file; path; manifest move
T-111	plan	docs/plans/t-111_plan.md	documentation_v2/tickets/plans/t-111_plan.md	rewrite	parent file; path; manifest move
T-112	spec	docs/specs/Mission_Creator_Architecture/t067_spatial_chunks.md	documentation_v2/tickets/specs/t067_spatial_chunks.md	rewrite	parent file; path; manifest move
T-113	citations	MONOREPO_MIGRATION.md	documentation_v2/archive/monorepo_migration/monorepo_migration_runbook.md	rewrite	parent file; bare basename of docs/platform/MONOREPO_MIGRATION.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-114	citations	t068_13_mod_slotting_screen_poc.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t068_13_mod_slotting_screen_poc.md; idx 1; the basename stays (documentation_v2/tickets/specs/t068_13_mod_slotting_screen_poc.md)
T-120	owns	docs/mod/STAGING-SERVER.md	documentation_v2/runbooks/game_server_staging/README.md	rewrite	parent file; path; idx 1; manifest move+rename
T-121	summary	t121_terrain_dem_export_automation.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t121_terrain_dem_export_automation.md; the basename stays (documentation_v2/tickets/specs/t121_terrain_dem_export_automation.md)
T-121	spec	docs/specs/Mission_Creator_Architecture/t121_terrain_dem_export_automation.md	documentation_v2/tickets/specs/t121_terrain_dem_export_automation.md	rewrite	parent file; path; manifest move
T-122	summary	docs/platform/CODEBASE_AUDIT_2026.md	documentation_v2/archive/audits/codebase_audit_2026.md	rewrite	parent file; path; manifest archive
T-122	spec	docs/platform/audit/t122_codebase_audit_hotfix.md	documentation_v2/tickets/specs/t122_codebase_audit_hotfix.md	rewrite	parent file; path; manifest move
T-122	context	CODEBASE_AUDIT_2026.md	documentation_v2/archive/audits/codebase_audit_2026.md	rewrite	parent file; bare basename of docs/platform/CODEBASE_AUDIT_2026.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-122	citations	t122_codebase_audit_hotfix.md	-	keep	parent file; bare basename of docs/platform/audit/t122_codebase_audit_hotfix.md; idx 0; the basename stays (documentation_v2/tickets/specs/t122_codebase_audit_hotfix.md)
T-123	summary	DOCUMENTATION_STANDARDS.md	documentation_v2/standards/documentation_standards.md	rewrite	parent file; bare basename of docs/platform/DOCUMENTATION_STANDARDS.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-123	summary	t123_documentation_standards_rollout.md	-	keep	parent file; bare basename of docs/platform/t123_documentation_standards_rollout.md; the basename stays (documentation_v2/tickets/specs/t123_documentation_standards_rollout.md)
T-123	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	parent file; path; manifest move
T-123.0	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.0	context	DOCUMENTATION_STANDARDS.md	documentation_v2/standards/documentation_standards.md	rewrite	child file; bare basename of docs/platform/DOCUMENTATION_STANDARDS.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-123.0	citations	t123_documentation_standards_rollout.md	-	keep	child file; bare basename of docs/platform/t123_documentation_standards_rollout.md; idx 1; the basename stays (documentation_v2/tickets/specs/t123_documentation_standards_rollout.md)
T-123.1	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.2	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.3	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.4	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.5	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.5	citations	t123_documentation_standards_rollout.md	-	keep	child file; bare basename of docs/platform/t123_documentation_standards_rollout.md; idx 1; the basename stays (documentation_v2/tickets/specs/t123_documentation_standards_rollout.md)
T-123.6	spec	docs/platform/t123_documentation_standards_rollout.md	documentation_v2/tickets/specs/t123_documentation_standards_rollout.md	rewrite	child file; path; manifest move
T-123.6	citations	t123_documentation_standards_rollout.md	-	keep	child file; bare basename of docs/platform/t123_documentation_standards_rollout.md; idx 1; the basename stays (documentation_v2/tickets/specs/t123_documentation_standards_rollout.md)
T-124	spec	docs/platform/t124_dependency_upgrade.md	documentation_v2/tickets/specs/t124_dependency_upgrade.md	rewrite	parent file; path; manifest move
T-124.1	spec	docs/platform/t124_dependency_upgrade.md	documentation_v2/tickets/specs/t124_dependency_upgrade.md	rewrite	child file; path; manifest move
T-124.1	context	t124_dependency_upgrade.md	-	keep	child file; bare basename of docs/platform/t124_dependency_upgrade.md; idx 0; the basename stays (documentation_v2/tickets/specs/t124_dependency_upgrade.md)
T-124.1	citations	t124_dependency_upgrade.md	-	keep	child file; bare basename of docs/platform/t124_dependency_upgrade.md; idx 1; the basename stays (documentation_v2/tickets/specs/t124_dependency_upgrade.md)
T-124.2	spec	docs/platform/t124_dependency_upgrade.md	documentation_v2/tickets/specs/t124_dependency_upgrade.md	rewrite	child file; path; manifest move
T-124.2	citations	t124_dependency_upgrade.md	-	keep	child file; bare basename of docs/platform/t124_dependency_upgrade.md; idx 1; the basename stays (documentation_v2/tickets/specs/t124_dependency_upgrade.md)
T-124.3	spec	docs/platform/t124_dependency_upgrade.md	documentation_v2/tickets/specs/t124_dependency_upgrade.md	rewrite	child file; path; manifest move
T-124.3	citations	t124_dependency_upgrade.md	-	keep	child file; bare basename of docs/platform/t124_dependency_upgrade.md; idx 1; the basename stays (documentation_v2/tickets/specs/t124_dependency_upgrade.md)
T-125	summary	CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	parent file; bare basename of docs/platform/CODING_STANDARDS.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-125	summary	t125_coding_standards_enforcement.md	-	keep	parent file; bare basename of docs/platform/t125_coding_standards_enforcement.md; the basename stays (documentation_v2/tickets/specs/t125_coding_standards_enforcement.md)
T-125	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	parent file; path; manifest move
T-125.0	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-125.0	main_goal	CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	child file; bare basename of docs/platform/CODING_STANDARDS.md; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-125.0	approach	CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	child file; bare basename of docs/platform/CODING_STANDARDS.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-125.0	verify	CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	child file; bare basename of docs/platform/CODING_STANDARDS.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-125.0	acceptance	CODING_STANDARDS.md	documentation_v2/standards/coding_standards/README.md	rewrite	child file; bare basename of docs/platform/CODING_STANDARDS.md; idx 0; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-125.0	citations	t125_coding_standards_enforcement.md	-	keep	child file; bare basename of docs/platform/t125_coding_standards_enforcement.md; idx 1; the basename stays (documentation_v2/tickets/specs/t125_coding_standards_enforcement.md)
T-125.1	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-125.1	citations	t125_coding_standards_enforcement.md	-	keep	child file; bare basename of docs/platform/t125_coding_standards_enforcement.md; idx 1; the basename stays (documentation_v2/tickets/specs/t125_coding_standards_enforcement.md)
T-125.2	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-125.3	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-125.3	citations	t125_coding_standards_enforcement.md	-	keep	child file; bare basename of docs/platform/t125_coding_standards_enforcement.md; idx 1; the basename stays (documentation_v2/tickets/specs/t125_coding_standards_enforcement.md)
T-125.4	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-125.5	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-125.5	citations	t125_coding_standards_enforcement.md	-	keep	child file; bare basename of docs/platform/t125_coding_standards_enforcement.md; idx 1; the basename stays (documentation_v2/tickets/specs/t125_coding_standards_enforcement.md)
T-125.6	spec	docs/platform/t125_coding_standards_enforcement.md	documentation_v2/tickets/specs/t125_coding_standards_enforcement.md	rewrite	child file; path; manifest move
T-126	summary	docs/platform/t126_audit_security_followup.md	documentation_v2/tickets/specs/t126_audit_security_followup.md	rewrite	parent file; path; manifest move
T-126	spec	docs/platform/t126_audit_security_followup.md	documentation_v2/tickets/specs/t126_audit_security_followup.md	rewrite	parent file; path; manifest move
T-126	citations	t126_audit_security_followup.md	-	keep	parent file; bare basename of docs/platform/t126_audit_security_followup.md; idx 1; the basename stays (documentation_v2/tickets/specs/t126_audit_security_followup.md)
T-127	spec	docs/platform/t127_mc_ux_audit_fixes.md	documentation_v2/tickets/specs/t127_mc_ux_audit_fixes.md	rewrite	parent file; path; manifest move
T-127	citations	t127_mc_ux_audit_fixes.md	-	keep	parent file; bare basename of docs/platform/t127_mc_ux_audit_fixes.md; idx 1; the basename stays (documentation_v2/tickets/specs/t127_mc_ux_audit_fixes.md)
T-128	summary	docs/**	-	manual	parent file; glob; glob over the whole retired root; suggest documentation_v2/**
T-128	summary	docs/platform/t128_doc_link_repair.md	documentation_v2/tickets/specs/t128_doc_link_repair.md	rewrite	parent file; path; manifest move
T-128	spec	docs/platform/t128_doc_link_repair.md	documentation_v2/tickets/specs/t128_doc_link_repair.md	rewrite	parent file; path; manifest move
T-128	requirement	../docs/	-	manual	parent file; prose, not a path: relative '../docs/' in a historical requirement (relative-link depth fixes); idx 0; relative-link prose in a historical requirement; suggest keep
T-128	citations	t128_doc_link_repair.md	-	keep	parent file; bare basename of docs/platform/t128_doc_link_repair.md; idx 1; the basename stays (documentation_v2/tickets/specs/t128_doc_link_repair.md)
T-129	spec	docs/specs/Mission_Creator_Architecture/t090_eden_map_reference.md	documentation_v2/tickets/specs/t090_eden_map_reference.md	rewrite	parent file; path; manifest move
T-129	plan	docs/plans/t-129_plan.md	documentation_v2/tickets/plans/t-129_plan.md	rewrite	parent file; path; manifest move
T-130	summary	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	parent file; path; manifest move
T-130	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	parent file; path; manifest move
T-130.0	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.0	citations	t130_fable_audit_remainder.md	-	keep	child file; bare basename of docs/platform/t130_fable_audit_remainder.md; idx 1; the basename stays (documentation_v2/tickets/specs/t130_fable_audit_remainder.md)
T-130.1	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.1	citations	t130_fable_audit_remainder.md	-	keep	child file; bare basename of docs/platform/t130_fable_audit_remainder.md; idx 1; the basename stays (documentation_v2/tickets/specs/t130_fable_audit_remainder.md)
T-130.2	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.2	citations	t130_fable_audit_remainder.md	-	keep	child file; bare basename of docs/platform/t130_fable_audit_remainder.md; idx 1; the basename stays (documentation_v2/tickets/specs/t130_fable_audit_remainder.md)
T-130.3	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.3	citations	t130_fable_audit_remainder.md	-	keep	child file; bare basename of docs/platform/t130_fable_audit_remainder.md; idx 1; the basename stays (documentation_v2/tickets/specs/t130_fable_audit_remainder.md)
T-130.4	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.4	citations	t130_fable_audit_remainder.md	-	keep	child file; bare basename of docs/platform/t130_fable_audit_remainder.md; idx 1; the basename stays (documentation_v2/tickets/specs/t130_fable_audit_remainder.md)
T-130.5	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.5	citations	t130_fable_audit_remainder.md	-	keep	child file; bare basename of docs/platform/t130_fable_audit_remainder.md; idx 1; the basename stays (documentation_v2/tickets/specs/t130_fable_audit_remainder.md)
T-130.6	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-130.7	spec	docs/platform/t130_fable_audit_remainder.md	documentation_v2/tickets/specs/t130_fable_audit_remainder.md	rewrite	child file; path; manifest move
T-131	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-131	plan	docs/plans/t-131_plan.md	documentation_v2/tickets/plans/t-131_plan.md	rewrite	parent file; path; manifest move
T-132	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-132	plan	docs/plans/t-132_plan.md	documentation_v2/tickets/plans/t-132_plan.md	rewrite	parent file; path; manifest move
T-133	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-133	plan	docs/plans/t-133_plan.md	documentation_v2/tickets/plans/t-133_plan.md	rewrite	parent file; path; manifest move
T-134	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-134	citations	tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; bare basename of docs/platform/tbd_north_star_backlog.md; idx 1; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-135	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-135	plan	docs/plans/t-135_plan.md	documentation_v2/tickets/plans/t-135_plan.md	rewrite	parent file; path; manifest move
T-136	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-136	plan	docs/plans/t-136_plan.md	documentation_v2/tickets/plans/t-136_plan.md	rewrite	parent file; path; manifest move
T-137	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-138	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-138	plan	docs/plans/t-138_plan.md	documentation_v2/tickets/plans/t-138_plan.md	rewrite	parent file; path; manifest move
T-138	context	docs/website/DEV_RUNBOOK.md	documentation_v2/runbooks/local_development.md	rewrite	parent file; path; idx 0; manifest move+rename
T-138	requirement	DEV_RUNBOOK.md	documentation_v2/runbooks/local_development.md	rewrite	parent file; bare basename of docs/website/DEV_RUNBOOK.md; idx 2; the basename changes, so the bare name becomes the full final path; replace whole-token occurrences only (not preceded by '/', '_', '-', a letter or a digit), after the full-path rows
T-138	owns	docs/website/DEV_RUNBOOK.md	documentation_v2/runbooks/local_development.md	rewrite	parent file; path; idx 2; manifest move+rename
T-139	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-139	plan	docs/plans/t-139_plan.md	documentation_v2/tickets/plans/t-139_plan.md	rewrite	parent file; path; manifest move
T-140	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-140	plan	docs/plans/t-140_plan.md	documentation_v2/tickets/plans/t-140_plan.md	rewrite	parent file; path; manifest move
T-141	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-141	plan	docs/plans/t-141_plan.md	documentation_v2/tickets/plans/t-141_plan.md	rewrite	parent file; path; manifest move
T-142	spec	docs/platform/tbd_north_star_backlog.md	documentation_v2/tickets/specs/t131_north_star_backlog.md	rewrite	parent file; path; manifest move+rename
T-142	plan	docs/plans/t-142_plan.md	documentation_v2/tickets/plans/t-142_plan.md	rewrite	parent file; path; manifest move
T-143	spec	docs/specs/Mission_Creator_Architecture/t090_091_map_terrain_program.md	documentation_v2/tickets/specs/t090_091_map_terrain_program.md	rewrite	parent file; path; manifest move
T-143	plan	docs/plans/t-143_plan.md	documentation_v2/tickets/plans/t-143_plan.md	rewrite	parent file; path; manifest move
T-144	spec	docs/specs/Mission_Creator_Architecture/t144_arma3_map_architecture_study.md	documentation_v2/tickets/specs/t144_arma3_map_architecture_study.md	rewrite	parent file; path; manifest move
T-144.0	spec	docs/specs/Mission_Creator_Architecture/t144_arma3_map_architecture_study.md	documentation_v2/tickets/specs/t144_arma3_map_architecture_study.md	rewrite	child file; path; manifest move
T-144.0	citations	t144_arma3_map_architecture_study.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t144_arma3_map_architecture_study.md; idx 0; the basename stays (documentation_v2/tickets/specs/t144_arma3_map_architecture_study.md)
T-144.1	spec	docs/specs/Mission_Creator_Architecture/t144_arma3_map_architecture_study.md	documentation_v2/tickets/specs/t144_arma3_map_architecture_study.md	rewrite	child file; path; manifest move
T-144.1	citations	t144_arma3_map_architecture_study.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t144_arma3_map_architecture_study.md; idx 2; the basename stays (documentation_v2/tickets/specs/t144_arma3_map_architecture_study.md)
T-146	spec	docs/specs/existing/t146_asset_browser_data_wiring.md	documentation_v2/tickets/specs/t146_asset_browser_data_wiring.md	rewrite	parent file; path; manifest move
T-146	plan	docs/plans/t-146_plan.md	documentation_v2/tickets/plans/t-146_plan.md	rewrite	parent file; path; manifest move
T-146	citations	t150_universal_registry_export.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t150_universal_registry_export.md; idx 0; the basename stays (documentation_v2/tickets/specs/t150_universal_registry_export.md)
T-149	spec	docs/specs/ideas/t149_forest_smooth.md	documentation_v2/tickets/specs/t149_forest_smooth.md	rewrite	parent file; path; manifest move
T-149	plan	docs/plans/t-149_plan.md	documentation_v2/tickets/plans/t-149_plan.md	rewrite	parent file; path; manifest move
T-150	spec	docs/specs/Mission_Creator_Architecture/t150_universal_registry_export.md	documentation_v2/tickets/specs/t150_universal_registry_export.md	rewrite	parent file; path; manifest move
T-150	citations	t150_universal_registry_export.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t150_universal_registry_export.md; idx 2; the basename stays (documentation_v2/tickets/specs/t150_universal_registry_export.md)
T-151	summary	t151_wgpu_engine_program.md	-	keep	parent file; bare basename of docs/specs/Mission_Creator_Architecture/t151_wgpu_engine_program.md; the basename stays (documentation_v2/tickets/specs/t151_wgpu_engine_program.md)
T-151	spec	docs/specs/Mission_Creator_Architecture/t151_wgpu_engine_program.md	documentation_v2/tickets/specs/t151_wgpu_engine_program.md	rewrite	parent file; path; manifest move
T-151.0	spec	docs/specs/Mission_Creator_Architecture/t151_0_wasm_merge_dual_mount.md	documentation_v2/tickets/specs/t151_0_wasm_merge_dual_mount.md	rewrite	child file; path; manifest move
T-151.0	citations	t151_0_wasm_merge_dual_mount.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t151_0_wasm_merge_dual_mount.md; idx 2; the basename stays (documentation_v2/tickets/specs/t151_0_wasm_merge_dual_mount.md)
T-151.1	spec	docs/specs/Mission_Creator_Architecture/t151_1_basemap_lane.md	documentation_v2/tickets/specs/t151_1_basemap_lane.md	rewrite	child file; path; manifest move
T-151.1	citations	t151_1_basemap_lane.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t151_1_basemap_lane.md; idx 2; the basename stays (documentation_v2/tickets/specs/t151_1_basemap_lane.md)
T-151.2	spec	docs/specs/Mission_Creator_Architecture/t151_2_world_parser.md	documentation_v2/tickets/specs/t151_2_world_parser.md	rewrite	child file; path; manifest move
T-151.2	citations	t151_2_world_parser.md	-	keep	child file; bare basename of docs/specs/Mission_Creator_Architecture/t151_2_world_parser.md; idx 2; the basename stays (documentation_v2/tickets/specs/t151_2_world_parser.md)
T-151.3	spec	docs/specs/Mission_Creator_Architecture/t151_3_world_residency.md	documentation_v2/tickets/specs/t151_3_world_residency.md	rewrite	child file; path; manifest move
