source	target	action	class	writer	note
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_objectives_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/objectives_panel_mockup/objectives_panel_mockup.png	move+rename	data	-	set objectives_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_orbat_panel_blufor_standalone/code.html	documentation_v2/mod/tbd-framework/UI/lobby/visual_references/orbat_panel_blufor_mockup/orbat_panel_blufor_mockup.html	move+rename	data	-	set orbat_panel_blufor_mockup: Stitch pre-game panel for the lobby screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_orbat_panel_blufor_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/lobby/visual_references/orbat_panel_blufor_mockup/orbat_panel_blufor_mockup.png	move+rename	data	-	set orbat_panel_blufor_mockup: Stitch pre-game panel for the lobby screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_parameters_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/parameters_panel_mockup/parameters_panel_mockup.html	move+rename	data	-	set parameters_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_parameters_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/parameters_panel_mockup/parameters_panel_mockup.png	move+rename	data	-	set parameters_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_players_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/players_panel_mockup/players_panel_mockup.html	move+rename	data	-	set players_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_players_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/players_panel_mockup/players_panel_mockup.png	move+rename	data	-	set players_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_primary_navigation_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/primary_navigation_panel_mockup/primary_navigation_panel_mockup.html	move+rename	data	-	set primary_navigation_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_primary_navigation_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/primary_navigation_panel_mockup/primary_navigation_panel_mockup.png	move+rename	data	-	set primary_navigation_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_rules_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/rules_panel_mockup/rules_panel_mockup.html	move+rename	data	-	set rules_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_rules_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/rules_panel_mockup/rules_panel_mockup.png	move+rename	data	-	set rules_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_scenario_browser_standalone/code.html	documentation_v2/mod/tbd-framework/UI/mission_selection/visual_references/scenario_browser_mockup/scenario_browser_mockup.html	move+rename	data	-	set scenario_browser_mockup: Stitch pre-game panel for the mission_selection screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_scenario_browser_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/mission_selection/visual_references/scenario_browser_mockup/scenario_browser_mockup.png	move+rename	data	-	set scenario_browser_mockup: Stitch pre-game panel for the mission_selection screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_slot_kit_inspector_standalone/code.html	documentation_v2/mod/tbd-framework/UI/lobby/visual_references/slot_kit_inspector_mockup/slot_kit_inspector_mockup.html	move+rename	data	-	set slot_kit_inspector_mockup: Stitch pre-game panel for the lobby screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_slot_kit_inspector_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/lobby/visual_references/slot_kit_inspector_mockup/slot_kit_inspector_mockup.png	move+rename	data	-	set slot_kit_inspector_mockup: Stitch pre-game panel for the lobby screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_terrain_selector_standalone/code.html	documentation_v2/mod/tbd-framework/UI/mission_selection/visual_references/terrain_selector_mockup/terrain_selector_mockup.html	move+rename	data	-	set terrain_selector_mockup: Stitch pre-game panel for the mission_selection screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_terrain_selector_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/mission_selection/visual_references/terrain_selector_mockup/terrain_selector_mockup.png	move+rename	data	-	set terrain_selector_mockup: Stitch pre-game panel for the mission_selection screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_visual_pid_uniforms_panel_opfor_standalone_1/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/visual_pid_uniforms_panel_opfor_1_mockup/visual_pid_uniforms_panel_opfor_1_mockup.html	move+rename	data	-	set visual_pid_uniforms_panel_opfor_1_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_visual_pid_uniforms_panel_opfor_standalone_1/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/visual_pid_uniforms_panel_opfor_1_mockup/visual_pid_uniforms_panel_opfor_1_mockup.png	move+rename	data	-	set visual_pid_uniforms_panel_opfor_1_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_visual_pid_uniforms_panel_opfor_standalone_2/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/visual_pid_uniforms_panel_opfor_2_mockup/visual_pid_uniforms_panel_opfor_2_mockup.html	move+rename	data	-	set visual_pid_uniforms_panel_opfor_2_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_visual_pid_uniforms_panel_opfor_standalone_2/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/visual_pid_uniforms_panel_opfor_2_mockup/visual_pid_uniforms_panel_opfor_2_mockup.png	move+rename	data	-	set visual_pid_uniforms_panel_opfor_2_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_voice_panel_standalone/code.html	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/voice_panel_mockup/voice_panel_mockup.html	move+rename	data	-	set voice_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/ui/ui_stitch_mockup/stitch_tbd_reforger_ui_mod_pregame/tbd_reforger_voice_panel_standalone/screen.png	documentation_v2/mod/tbd-framework/UI/briefing/visual_references/voice_panel_mockup/voice_panel_mockup.png	move+rename	data	-	set voice_panel_mockup: Stitch pre-game panel for the briefing screen; set README by F10
docs/mod/vanilla_carve_coverage.md	documentation_v2/mod/tbd-framework/vanilla_source_coverage.md	move+rename	live-rewrite	F10	CP1 question: live vanilla-oracle reference (recommended) or archive; F10 splits the dated research narrative into documentation_v2/archive/
docs/plans/TEMPLATE.md	.ai/tickets/plan_template.md	move+rename	live-rewrite	G2	-
docs/plans/t-067_1_plan.md	documentation_v2/tickets/plans/t-067_1_plan.md	move	frozen	-	-
docs/plans/t-090_10_2_plan.md	documentation_v2/tickets/plans/t-090_10_2_plan.md	move	frozen	-	-
docs/plans/t-090_11_1_plan.md	documentation_v2/tickets/plans/t-090_11_1_plan.md	move	frozen	-	-
docs/plans/t-090_11_2_plan.md	documentation_v2/tickets/plans/t-090_11_2_plan.md	move	frozen	-	-
docs/plans/t-090_11_3_plan.md	documentation_v2/tickets/plans/t-090_11_3_plan.md	move	frozen	-	-
docs/plans/t-090_11_4_plan.md	documentation_v2/tickets/plans/t-090_11_4_plan.md	move	frozen	-	-
docs/plans/t-090_11_5_plan.md	documentation_v2/tickets/plans/t-090_11_5_plan.md	move	frozen	-	-
docs/plans/t-090_11_6_plan.md	documentation_v2/tickets/plans/t-090_11_6_plan.md	move	frozen	-	-
docs/plans/t-090_11_plan.md	documentation_v2/tickets/plans/t-090_11_plan.md	move	frozen	-	-
docs/plans/t-090_12_1_plan.md	documentation_v2/tickets/plans/t-090_12_1_plan.md	move	frozen	-	-
docs/plans/t-090_12_2_plan.md	documentation_v2/tickets/plans/t-090_12_2_plan.md	move	frozen	-	-
docs/plans/t-090_12_3_plan.md	documentation_v2/tickets/plans/t-090_12_3_plan.md	move	frozen	-	-
docs/plans/t-090_12_4_plan.md	documentation_v2/tickets/plans/t-090_12_4_plan.md	move	frozen	-	-
docs/plans/t-090_12_5_plan.md	documentation_v2/tickets/plans/t-090_12_5_plan.md	move	frozen	-	-
docs/plans/t-090_12_6_plan.md	documentation_v2/tickets/plans/t-090_12_6_plan.md	move	frozen	-	-
docs/plans/t-090_12_7_plan.md	documentation_v2/tickets/plans/t-090_12_7_plan.md	move	frozen	-	-
docs/plans/t-090_12_plan.md	documentation_v2/tickets/plans/t-090_12_plan.md	move	frozen	-	-
docs/plans/t-090_4_plan.md	documentation_v2/tickets/plans/t-090_4_plan.md	move	frozen	-	-
docs/plans/t-090_6_plan.md	documentation_v2/tickets/plans/t-090_6_plan.md	move	frozen	-	-
docs/plans/t-090_7_plan.md	documentation_v2/tickets/plans/t-090_7_plan.md	move	frozen	-	-
docs/plans/t-090_9_plan.md	documentation_v2/tickets/plans/t-090_9_plan.md	move	frozen	-	-
docs/plans/t-111_plan.md	documentation_v2/tickets/plans/t-111_plan.md	move	frozen	-	-
docs/plans/t-129_plan.md	documentation_v2/tickets/plans/t-129_plan.md	move	frozen	-	-
docs/plans/t-131_plan.md	documentation_v2/tickets/plans/t-131_plan.md	move	frozen	-	-
docs/plans/t-132_plan.md	documentation_v2/tickets/plans/t-132_plan.md	move	frozen	-	-
docs/plans/t-133_plan.md	documentation_v2/tickets/plans/t-133_plan.md	move	frozen	-	-
docs/plans/t-135_plan.md	documentation_v2/tickets/plans/t-135_plan.md	move	frozen	-	-
docs/plans/t-136_plan.md	documentation_v2/tickets/plans/t-136_plan.md	move	frozen	-	-
docs/plans/t-138_plan.md	documentation_v2/tickets/plans/t-138_plan.md	move	frozen	-	-
docs/plans/t-139_plan.md	documentation_v2/tickets/plans/t-139_plan.md	move	frozen	-	-
docs/plans/t-140_plan.md	documentation_v2/tickets/plans/t-140_plan.md	move	frozen	-	-
docs/plans/t-141_plan.md	documentation_v2/tickets/plans/t-141_plan.md	move	frozen	-	-
docs/plans/t-142_plan.md	documentation_v2/tickets/plans/t-142_plan.md	move	frozen	-	-
docs/plans/t-143_plan.md	documentation_v2/tickets/plans/t-143_plan.md	move	frozen	-	-
docs/plans/t-146_plan.md	documentation_v2/tickets/plans/t-146_plan.md	move	frozen	-	-
docs/plans/t-149_plan.md	documentation_v2/tickets/plans/t-149_plan.md	move	frozen	-	-
docs/plans/t-157_plan.md	documentation_v2/tickets/plans/t-157_plan.md	move	frozen	-	-
docs/plans/t-158_plan.md	documentation_v2/tickets/plans/t-158_plan.md	move	frozen	-	-
docs/plans/t-190_plan.md	documentation_v2/tickets/plans/t-190_plan.md	move	frozen	-	-
docs/plans/t-212_plan.md	documentation_v2/tickets/plans/t-212_plan.md	move	frozen	-	-
docs/plans/t-242_plan.md	documentation_v2/tickets/plans/t-242_plan.md	move	frozen	-	-
docs/plans/t-257_plan.md	documentation_v2/tickets/plans/t-257_plan.md	move	frozen	-	-
docs/plans/t-277_plan.md	documentation_v2/tickets/plans/t-277_plan.md	move	frozen	-	-
docs/plans/t-290_plan.md	documentation_v2/tickets/plans/t-290_plan.md	move	frozen	-	-
docs/plans/t-291_plan.md	documentation_v2/tickets/plans/t-291_plan.md	move	frozen	-	-
docs/plans/t-294_plan.md	documentation_v2/tickets/plans/t-294_plan.md	move	frozen	-	-
docs/plans/t-295_plan.md	documentation_v2/tickets/plans/t-295_plan.md	move	frozen	-	-
docs/plans/t-298_plan.md	documentation_v2/tickets/plans/t-298_plan.md	move	frozen	-	-
docs/plans/t-299_plan.md	documentation_v2/tickets/plans/t-299_plan.md	move	frozen	-	-
docs/plans/t-300_plan.md	documentation_v2/tickets/plans/t-300_plan.md	move	frozen	-	-
docs/plans/t-301_plan.md	documentation_v2/tickets/plans/t-301_plan.md	move	frozen	-	-
docs/plans/t-302_plan.md	documentation_v2/tickets/plans/t-302_plan.md	move	frozen	-	-
docs/plans/t-304_plan.md	documentation_v2/tickets/plans/t-304_plan.md	move	frozen	-	-
docs/plans/t-305_plan.md	documentation_v2/tickets/plans/t-305_plan.md	move	frozen	-	-
docs/plans/t-309_plan.md	documentation_v2/tickets/plans/t-309_plan.md	move	frozen	-	-
docs/plans/t-310_plan.md	documentation_v2/tickets/plans/t-310_plan.md	move	frozen	-	-
docs/plans/t-311_plan.md	documentation_v2/tickets/plans/t-311_plan.md	move	frozen	-	-
docs/plans/t-653_plan.md	documentation_v2/tickets/plans/t-653_plan.md	move	frozen	-	-
docs/plans/t-654_plan.md	documentation_v2/tickets/plans/t-654_plan.md	move	frozen	-	-
docs/plans/t-673_plan.md	documentation_v2/tickets/plans/t-673_plan.md	move	frozen	-	-
docs/plans/t-674_1_plan.md	documentation_v2/tickets/plans/t-674_1_plan.md	move	frozen	-	-
docs/plans/t-674_2_plan.md	documentation_v2/tickets/plans/t-674_2_plan.md	move	frozen	-	-
docs/plans/t-674_plan.md	documentation_v2/tickets/plans/t-674_plan.md	move	frozen	-	-
docs/plans/t-675_1_plan.md	documentation_v2/tickets/plans/t-675_1_plan.md	move	frozen	-	-
docs/plans/t-675_2_plan.md	documentation_v2/tickets/plans/t-675_2_plan.md	move	frozen	-	-
docs/plans/t-675_plan.md	documentation_v2/tickets/plans/t-675_plan.md	move	frozen	-	-
docs/plans/t-676_plan.md	documentation_v2/tickets/plans/t-676_plan.md	move	frozen	-	-
docs/plans/t-677_plan.md	documentation_v2/tickets/plans/t-677_plan.md	move	frozen	-	-
docs/plans/t-678_plan.md	documentation_v2/tickets/plans/t-678_plan.md	move	frozen	-	-
docs/plans/t-679_plan.md	documentation_v2/tickets/plans/t-679_plan.md	move	frozen	-	-
docs/plans/t-680_plan.md	documentation_v2/tickets/plans/t-680_plan.md	move	frozen	-	-
docs/plans/t-681_plan.md	documentation_v2/tickets/plans/t-681_plan.md	move	frozen	-	-
docs/plans/t-682_plan.md	documentation_v2/tickets/plans/t-682_plan.md	move	frozen	-	-
docs/plans/t-684_plan.md	documentation_v2/tickets/plans/t-684_plan.md	move	frozen	-	-
docs/plans/t-685_plan.md	documentation_v2/tickets/plans/t-685_plan.md	move	frozen	-	-
docs/plans/t-689_plan.md	documentation_v2/tickets/plans/t-689_plan.md	move	frozen	-	-
docs/plans/t-702_plan.md	documentation_v2/tickets/plans/t-702_plan.md	move	frozen	-	-
docs/plans/t-704_plan.md	documentation_v2/tickets/plans/t-704_plan.md	move	frozen	-	-
docs/plans/t-705_plan.md	documentation_v2/tickets/plans/t-705_plan.md	move	frozen	-	-
docs/plans/t-816_plan.md	documentation_v2/tickets/plans/t-816_plan.md	move	frozen	-	-
docs/plans/t-817_plan.md	documentation_v2/tickets/plans/t-817_plan.md	move	frozen	-	-
docs/plans/t-820_plan.md	documentation_v2/tickets/plans/t-820_plan.md	move	frozen	-	-
docs/plans/t-821_plan.md	documentation_v2/tickets/plans/t-821_plan.md	move	frozen	-	-
docs/plans/t-822_plan.md	documentation_v2/tickets/plans/t-822_plan.md	move	frozen	-	-
docs/plans/t-823_plan.md	documentation_v2/tickets/plans/t-823_plan.md	move	frozen	-	-
docs/plans/t-824_plan.md	documentation_v2/tickets/plans/t-824_plan.md	move	frozen	-	-
docs/plans/t-827_plan.md	documentation_v2/tickets/plans/t-827_plan.md	move	frozen	-	-
docs/plans/t-828_plan.md	documentation_v2/tickets/plans/t-828_plan.md	move	frozen	-	-
docs/plans/t-830_plan.md	documentation_v2/tickets/plans/t-830_plan.md	move	frozen	-	-
docs/plans/t-831_plan.md	documentation_v2/tickets/plans/t-831_plan.md	move	frozen	-	-
docs/plans/t-833_plan.md	documentation_v2/tickets/plans/t-833_plan.md	move	frozen	-	-
docs/plans/t-834_plan.md	documentation_v2/tickets/plans/t-834_plan.md	move	frozen	-	-
docs/plans/t-837_plan.md	documentation_v2/tickets/plans/t-837_plan.md	move	frozen	-	-
docs/plans/t-838_plan.md	documentation_v2/tickets/plans/t-838_plan.md	move	frozen	-	-
docs/plans/t-839_plan.md	documentation_v2/tickets/plans/t-839_plan.md	move	frozen	-	-
docs/plans/t-841_plan.md	documentation_v2/tickets/plans/t-841_plan.md	move	frozen	-	-
docs/plans/t-845_plan.md	documentation_v2/tickets/plans/t-845_plan.md	move	frozen	-	-
docs/plans/t-848_plan.md	documentation_v2/tickets/plans/t-848_plan.md	move	frozen	-	-
docs/plans/t-849_plan.md	documentation_v2/tickets/plans/t-849_plan.md	move	frozen	-	-
docs/plans/t-850_plan.md	documentation_v2/tickets/plans/t-850_plan.md	move	frozen	-	-
docs/plans/t-905_plan.md	documentation_v2/tickets/plans/t-905_plan.md	move	frozen	-	-
docs/plans/t-906_plan.md	documentation_v2/tickets/plans/t-906_plan.md	move	frozen	-	-
docs/plans/t-907_plan.md	documentation_v2/tickets/plans/t-907_plan.md	move	frozen	-	-
docs/plans/t-908_plan.md	documentation_v2/tickets/plans/t-908_plan.md	move	frozen	-	-
docs/plans/t-917_6_plan.md	documentation_v2/tickets/plans/t-917_6_plan.md	move	frozen	-	-
docs/plans/t-918_2_plan.md	documentation_v2/tickets/plans/t-918_2_plan.md	move	frozen	-	-
docs/plans/t-918_4_plan.md	documentation_v2/tickets/plans/t-918_4_plan.md	move	frozen	-	-
docs/plans/t-919_plan.md	documentation_v2/tickets/plans/t-919_plan.md	move	frozen	-	-
docs/plans/t-920_1_plan.md	documentation_v2/tickets/plans/t-920_1_plan.md	move	frozen	-	-
docs/plans/t-920_2_plan.md	documentation_v2/tickets/plans/t-920_2_plan.md	move	frozen	-	-
docs/plans/t-921_plan.md	documentation_v2/tickets/plans/t-921_plan.md	move	frozen	-	-
docs/plans/t-922_plan.md	documentation_v2/tickets/plans/t-922_plan.md	move	frozen	-	-
docs/plans/t-923_plan.md	documentation_v2/tickets/plans/t-923_plan.md	move	frozen	-	-
docs/plans/t-924_plan.md	documentation_v2/tickets/plans/t-924_plan.md	move	frozen	-	-
docs/plans/t-925_plan.md	documentation_v2/tickets/plans/t-925_plan.md	move	frozen	-	-
docs/plans/t-926_plan.md	documentation_v2/tickets/plans/t-926_plan.md	move	frozen	-	-
docs/plans/t-927_plan.md	documentation_v2/tickets/plans/t-927_plan.md	move	frozen	-	-
docs/plans/t-930_plan.md	documentation_v2/tickets/plans/t-930_plan.md	move	frozen	-	-
docs/plans/t-932_plan.md	documentation_v2/tickets/plans/t-932_plan.md	move	frozen	-	-
docs/plans/t-933_plan.md	documentation_v2/tickets/plans/t-933_plan.md	move	frozen	-	-
docs/plans/t-934_plan.md	documentation_v2/tickets/plans/t-934_plan.md	move	frozen	-	-
docs/plans/t-935_10_plan.md	documentation_v2/tickets/plans/t-935_10_plan.md	move	frozen	-	-
docs/plans/t-935_11_plan.md	documentation_v2/tickets/plans/t-935_11_plan.md	move	frozen	-	-
docs/plans/t-935_12_plan.md	documentation_v2/tickets/plans/t-935_12_plan.md	move	frozen	-	-
docs/plans/t-935_13_plan.md	documentation_v2/tickets/plans/t-935_13_plan.md	move	frozen	-	-
docs/plans/t-935_14_plan.md	documentation_v2/tickets/plans/t-935_14_plan.md	move	frozen	-	-
docs/plans/t-935_15_plan.md	documentation_v2/tickets/plans/t-935_15_plan.md	move	frozen	-	-
docs/plans/t-935_16_plan.md	documentation_v2/tickets/plans/t-935_16_plan.md	move	frozen	-	-
docs/plans/t-935_17_plan.md	documentation_v2/tickets/plans/t-935_17_plan.md	move	frozen	-	-
docs/plans/t-935_18_plan.md	documentation_v2/tickets/plans/t-935_18_plan.md	move	frozen	-	-
docs/plans/t-935_19_plan.md	documentation_v2/tickets/plans/t-935_19_plan.md	move	frozen	-	-
docs/plans/t-935_1_plan.md	documentation_v2/tickets/plans/t-935_1_plan.md	move	frozen	-	-
docs/plans/t-935_20_plan.md	documentation_v2/tickets/plans/t-935_20_plan.md	move	frozen	-	-
docs/plans/t-935_2_plan.md	documentation_v2/tickets/plans/t-935_2_plan.md	move	frozen	-	-
docs/plans/t-935_3_plan.md	documentation_v2/tickets/plans/t-935_3_plan.md	move	frozen	-	-
docs/plans/t-935_4_plan.md	documentation_v2/tickets/plans/t-935_4_plan.md	move	frozen	-	-
docs/plans/t-935_5_plan.md	documentation_v2/tickets/plans/t-935_5_plan.md	move	frozen	-	-
docs/plans/t-935_6_plan.md	documentation_v2/tickets/plans/t-935_6_plan.md	move	frozen	-	-
docs/plans/t-935_7_plan.md	documentation_v2/tickets/plans/t-935_7_plan.md	move	frozen	-	-
docs/plans/t-935_8_plan.md	documentation_v2/tickets/plans/t-935_8_plan.md	move	frozen	-	-
docs/plans/t-935_9_plan.md	documentation_v2/tickets/plans/t-935_9_plan.md	move	frozen	-	-
docs/plans/t-935_plan.md	documentation_v2/tickets/plans/t-935_plan.md	move	frozen	-	-
docs/plans/t-936_1_plan.md	documentation_v2/tickets/plans/t-936_1_plan.md	move	frozen	-	-
docs/plans/t-936_2_plan.md	documentation_v2/tickets/plans/t-936_2_plan.md	move	frozen	-	-
docs/plans/t-936_3_plan.md	documentation_v2/tickets/plans/t-936_3_plan.md	move	frozen	-	-
docs/plans/t-936_4_plan.md	documentation_v2/tickets/plans/t-936_4_plan.md	move	frozen	-	-
docs/plans/t-936_5_plan.md	documentation_v2/tickets/plans/t-936_5_plan.md	move	frozen	-	-
docs/plans/t-936_6_plan.md	documentation_v2/tickets/plans/t-936_6_plan.md	move	frozen	-	-
docs/plans/t-936_7_plan.md	documentation_v2/tickets/plans/t-936_7_plan.md	move	frozen	-	-
docs/plans/t-936_plan.md	documentation_v2/tickets/plans/t-936_plan.md	move	frozen	-	-
docs/plans/t-937_1_plan.md	documentation_v2/tickets/plans/t-937_1_plan.md	move	frozen	-	-
docs/plans/t-937_2_plan.md	documentation_v2/tickets/plans/t-937_2_plan.md	move	frozen	-	-
docs/plans/t-937_3_plan.md	documentation_v2/tickets/plans/t-937_3_plan.md	move	frozen	-	-
docs/plans/t-937_4_plan.md	documentation_v2/tickets/plans/t-937_4_plan.md	move	frozen	-	-
docs/plans/t-937_5_plan.md	documentation_v2/tickets/plans/t-937_5_plan.md	move	frozen	-	-
docs/plans/t-937_plan.md	documentation_v2/tickets/plans/t-937_plan.md	move	frozen	-	-
docs/plans/t-938_1_plan.md	documentation_v2/tickets/plans/t-938_1_plan.md	move	frozen	-	-
docs/plans/t-938_2_plan.md	documentation_v2/tickets/plans/t-938_2_plan.md	move	frozen	-	-
docs/plans/t-938_3_plan.md	documentation_v2/tickets/plans/t-938_3_plan.md	move	frozen	-	-
docs/plans/t-938_4_plan.md	documentation_v2/tickets/plans/t-938_4_plan.md	move	frozen	-	-
docs/plans/t-938_5_plan.md	documentation_v2/tickets/plans/t-938_5_plan.md	move	frozen	-	-
docs/plans/t-938_6_plan.md	documentation_v2/tickets/plans/t-938_6_plan.md	move	frozen	-	-
docs/plans/t-938_plan.md	documentation_v2/tickets/plans/t-938_plan.md	move	frozen	-	-
docs/plans/t-939_1_plan.md	documentation_v2/tickets/plans/t-939_1_plan.md	move	frozen	-	-
docs/plans/t-939_2_plan.md	documentation_v2/tickets/plans/t-939_2_plan.md	move	frozen	-	-
docs/plans/t-939_3_plan.md	documentation_v2/tickets/plans/t-939_3_plan.md	move	frozen	-	-
docs/plans/t-939_4_plan.md	documentation_v2/tickets/plans/t-939_4_plan.md	move	frozen	-	-
docs/plans/t-939_5_plan.md	documentation_v2/tickets/plans/t-939_5_plan.md	move	frozen	-	-
docs/plans/t-939_6_plan.md	documentation_v2/tickets/plans/t-939_6_plan.md	move	frozen	-	-
docs/plans/t-939_7_plan.md	documentation_v2/tickets/plans/t-939_7_plan.md	move	frozen	-	-
docs/plans/t-939_8_plan.md	documentation_v2/tickets/plans/t-939_8_plan.md	move	frozen	-	-
docs/plans/t-939_plan.md	documentation_v2/tickets/plans/t-939_plan.md	move	frozen	-	-
docs/plans/t-940_10_plan.md	documentation_v2/tickets/plans/t-940_10_plan.md	move	frozen	-	-
docs/plans/t-940_11_plan.md	documentation_v2/tickets/plans/t-940_11_plan.md	move	frozen	-	-
docs/plans/t-940_12_plan.md	documentation_v2/tickets/plans/t-940_12_plan.md	move	frozen	-	-
docs/plans/t-940_13_plan.md	documentation_v2/tickets/plans/t-940_13_plan.md	move	frozen	-	-
docs/plans/t-940_1_plan.md	documentation_v2/tickets/plans/t-940_1_plan.md	move	frozen	-	-
docs/plans/t-940_2_plan.md	documentation_v2/tickets/plans/t-940_2_plan.md	move	frozen	-	-
docs/plans/t-940_3_plan.md	documentation_v2/tickets/plans/t-940_3_plan.md	move	frozen	-	-
docs/plans/t-940_4_plan.md	documentation_v2/tickets/plans/t-940_4_plan.md	move	frozen	-	-
docs/plans/t-940_5_plan.md	documentation_v2/tickets/plans/t-940_5_plan.md	move	frozen	-	-
docs/plans/t-940_6_plan.md	documentation_v2/tickets/plans/t-940_6_plan.md	move	frozen	-	-
docs/plans/t-940_7_plan.md	documentation_v2/tickets/plans/t-940_7_plan.md	move	frozen	-	-
docs/plans/t-940_8_plan.md	documentation_v2/tickets/plans/t-940_8_plan.md	move	frozen	-	-
docs/plans/t-940_9_plan.md	documentation_v2/tickets/plans/t-940_9_plan.md	move	frozen	-	-
docs/plans/t-940_plan.md	documentation_v2/tickets/plans/t-940_plan.md	move	frozen	-	-
docs/plans/t-941_1_plan.md	documentation_v2/tickets/plans/t-941_1_plan.md	move	frozen	-	-
docs/plans/t-941_2_plan.md	documentation_v2/tickets/plans/t-941_2_plan.md	move	frozen	-	-
docs/plans/t-941_3_plan.md	documentation_v2/tickets/plans/t-941_3_plan.md	move	frozen	-	-
docs/plans/t-941_4_plan.md	documentation_v2/tickets/plans/t-941_4_plan.md	move	frozen	-	-
docs/plans/t-941_5_plan.md	documentation_v2/tickets/plans/t-941_5_plan.md	move	frozen	-	-
docs/plans/t-941_6_plan.md	documentation_v2/tickets/plans/t-941_6_plan.md	move	frozen	-	-
docs/plans/t-941_7_plan.md	documentation_v2/tickets/plans/t-941_7_plan.md	move	frozen	-	-
docs/plans/t-941_8_plan.md	documentation_v2/tickets/plans/t-941_8_plan.md	move	frozen	-	-
